Country,Country_pt,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Germany,Alemanha,European Union,2009,3.5,4.3,78.907,11.23,88,93,26.3,95,96,0.08,36190,81.9,1.1,1.1,13.8,1,0,79.8,267,35857,10038,450,0,465,674,38,548,1375,468,318239,21328,1247,5627,11257,8,3478,185,264542,3,19319,24688,101,328,4869,35593,20107,44360,621,33
Germany,Alemanha,European Union,2010,3.5,4.2,77.604,11.58,88,93,26.3,94,95,0.03,37761,81.78,1.1,1.1,13.8,1,0,80,260,37332,10424,508,0,461,665,42,552,1371,460,319114,21385,1227,5726,11343,7,3765,216,258984,6,19561,26290,102,376,4687,36809,19993,44649,628,33
Germany,Alemanha,European Union,2011,3.4,4.1,75.779,11.33,88,93,26.4,94,95,0.03,39977,80.27,1.1,1.1,13.9,1,0,80.4,250,38347,10650,554,0,460,640,36,567,1355,449,318181,21331,1222,5829,11284,9,3889,153,254502,9,19550,27594,99,416,4575,37650,19738,44603,629,32
Germany,Alemanha,European Union,2012,3.4,4,73.3235,11.32,88,93,26.4,94,95,0.03,40069,80.43,1.1,1.1,14,1,0,80.5,240,39616,11016,612,0,460,601,33,521,1355,449,323295,21689,1163,5952,11254,1,4140,169,253690,2,19809,29375,99,468,4418,39078,19679,45017,639,32
Germany,Alemanha,European Union,2013,3.3,4,73.2135,11.08,88,93,26.5,93,95,0.03,40135,80.65,1.1,1.1,14,1,0,80.5,234,40848,11379,679,0,467,592,34,513,1390,450,330674,22264,1176,6084,11413,11,4370,156,255452,1,20196,31198,99,523,4322,40735,19938,45719,656,34
Germany,Alemanha,European Union,2014,3.3,4,70.358,11.07,88,93,26.5,93,95,0.03,40851,80.98,1.1,1.1,14,1,0,81.1,222,42303,11539,739,0,460,587,35,493,1422,436,331809,22305,1199,6192,11379,10,4450,151,254813,4,20131,32433,97,580,4232,41462,19669,45516,653,33
Germany,Alemanha,European Union,2015,3.3,3.9,71.312,11.06,88,93,26.5,92,95,0.03,41103,81.69,1.1,1.1,14.1,1,0,80.6,223,44103,12028,842,0,477,622,33,511,1505,443,345971,23674,1255,6320,11658,7,4654,155,260050,3,21006,34600,99,664,4337,43712,20265,46986,684,35
Honduras,Honduras,Central America and Caribbean,2000,30.3,37,171.706,2.47,93,83,24.8,88,94,0.53,1790,6.57,2.8,2.7,4.3,0,1,70.7,156,525,149,270,12,214,2587,363,213,43,512,6998,1117,2598,206,169,0,2041,3,3379,0,448,1104,48,249,947,1846,1562,3446,39,27
Honduras,Honduras,Central America and Caribbean,2001,29,35.3,169.61,2.61,95,83,24.9,99,96,0.43,1791,6.75,2.7,2.7,4.4,0,1,71,141,648,194,210,2,223,2924,359,82,58,500,8529,1001,2306,252,199,4,1536,4,4331,0,595,1638,50,193,1068,2173,1845,3865,40,24
Honduras,Honduras,Central America and Caribbean,2002,27.8,33.7,167.5135,2.92,94,83,25,95,95,0.36,1810,6.93,2.7,2.6,4.5,0,1,71.2,144,599,177,223,4,221,2654,360,150,54,509,7997,1017,2353,239,191,0,1620,4,4009,56,551,1486,49,205,1043,2050,1740,3681,154,25
Honduras,Honduras,Central America and Caribbean,2003,26.6,32.1,165.7915,2.87,91,83,25.2,92,92,0.29,1846,7.11,2.6,2.5,4.6,0,1,71.5,140,675,204,205,3,223,3113,358,79,60,495,8836,997,2286,259,203,7,1492,4,4509,0,620,1719,50,188,1078,2244,1904,3959,40,24
Honduras,Honduras,Central America and Caribbean,2004,25.5,30.6,164.069,2.83,93,83,25.3,94,94,0.22,1913,7.28,2.6,2.5,4.6,0,1,71.8,137,704,218,199,2,220,3281,349,77,62,489,9275,989,2229,267,204,67,1449,4,4735,0,652,1822,50,183,1070,2347,1980,4080,40,23
Honduras,Honduras,Central America and Caribbean,2005,24.4,29.2,162.3465,3.02,97,83,25.4,98,98,0.18,1981,7.46,2.5,2.4,4.7,0,1,72,108,903,360,211,2,217,8119,247,82,86,529,13586,1100,1865,350,218,0,1291,5,6879,0,991,2819,53,193,1066,3316,2704,5278,43,22
Honduras,Honduras,Central America and Caribbean,2006,23.4,27.9,160.6245,3.03,94,83,25.6,94,95,0.14,2063,7.63,2.4,2.4,4.8,0,1,72.3,113,800,293,207,2,214,3383,294,80,70,498,11617,1057,2138,302,205,33,1408,4,5749,2,815,2302,51,190,1045,2889,2340,4722,42,23
Honduras,Honduras,Central America and Caribbean,2007,22.4,26.7,158.902,2.94,93,83,25.7,94,94,0.11,2141,7.81,2.4,2.3,5,0,1,72.5,147,577,169,233,3,222,2678,364,228,51,508,7712,1034,2387,230,188,10,1700,4,3840,23,524,1399,49,215,1038,1991,1690,3615,125,25
Honduras,Honduras,Central America and Caribbean,2008,21.5,25.5,157.2385,2.85,92,83,25.8,93,93,0.1,2184,7.98,2.3,2.3,5.1,0,1,72.8,136,768,260,201,2,215,3526,325,79,67,487,10559,1026,2174,287,205,144,1399,4,5311,0,743,2093,50,185,1057,2646,2189,4447,41,23
Honduras,Honduras,Central America and Caribbean,2009,20.6,24.4,155.5755,2.76,97,83,25.9,97,97,0.09,2086,8.15,2.3,2.2,5.2,0,1,73.1,109,875,352,211,1,213,7481,246,82,82,523,13310,1099,1924,341,212,4,1327,5,6689,0,963,2736,52,193,1045,3274,2652,5202,43,23
Honduras,Honduras,Central America and Caribbean,2010,19.8,23.3,153.912,2.69,97,83,26.1,97,97,0.08,2121,8.32,2.3,2.2,5.4,0,1,73.3,149,559,162,243,3,219,2663,361,235,48,509,7463,1052,2442,221,180,11,1791,4,3670,0,496,1286,49,224,1007,1939,1644,3549,39,26
Honduras,Honduras,Central America and Caribbean,2011,19.1,22.4,152.2485,2.71,97,83,26.2,97,97,0.08,2160,8.48,2.2,2.2,5.6,0,1,73.6,107,825,334,210,2,207,7653,247,81,74,504,12737,1086,2015,323,202,1,1382,5,6286,0,903,2556,51,192,1000,3163,2530,5013,421,23
Honduras,Honduras,Central America and Caribbean,2012,18.4,21.5,150.585,2.71,97,83,26.3,98,97,0.07,2207,8.64,2.2,2.1,5.5,0,1,73.8,136,736,237,199,4,217,3418,339,79,64,485,9845,1002,2199,275,204,8,1403,4,4999,2,693,1943,50,183,1063,2480,2072,4238,41,23
Honduras,Honduras,Central America and Caribbean,2013,17.7,20.7,149.23,2.7,97,83,26.4,99,97,0.07,2228,8.8,2.2,2.1,5.8,0,1,74.1,108,847,343,211,3,210,7428,247,82,78,513,13056,1096,1989,331,207,0,1361,5,6492,5,933,2647,52,193,1021,3224,2595,5120,42,23
Honduras,Honduras,Central America and Caribbean,2014,17.1,20,147.875,2.42,97,83,26.5,99,97,0.06,2256,8.96,2.1,2.1,6.2,0,1,74.3,153,542,155,257,7,217,2637,365,224,45,509,7224,1085,2536,213,174,21,1906,4,3517,0,470,1180,48,237,979,1892,1603,3497,39,27
Honduras,Honduras,Central America and Caribbean,2015,16.5,19.2,146.5195,2.49,97,83,26.7,98,97,0.07,2302,9.11,2.1,2.1,6.3,0,1,74.5,142,621,184,215,4,222,2767,361,96,56,507,8247,1005,2326,245,196,61,1580,4,4162,0,572,1560,49,198,1057,2108,1789,3772,40,24
India,Índia,Asia,2000,66.7,91.7,221.6305,0.93,67,34,20.7,57,58,0.34,758,1056.58,27.7,28.6,4.4,0,1,62.5,64479,50576,24911,71995,71129,69017,44173,74089,167727,6112,491758,1723531,530760,707019,17759,197521,1384,853721,10719,576557,2787,162694,157858,5636,51039,183540,839788,222996,406408,24405,62500
India,Índia,Asia,2001,64.4,88.1,218.9925,0.98,67,34,20.7,58,59,0.27,781,1075,27.5,28.5,4.5,0,1,62.9,48398,92895,36704,42065,45334,57974,38180,47286,79395,6625,462649,2232102,474853,578836,20125,183993,892,697780,11501,760977,1219,226879,188804,4379,25656,204750,1047340,241427,418284,24111,41841
India,Índia,Asia,2002,62.1,84.5,216.3545,1.08,67,34,20.8,58,59,0.22,797,1093.32,27.4,28.4,4.6,0,1,63.3,52065,84796,34226,47070,32921,63122,39234,53088,91805,6495,466722,2200623,485209,604279,20511,192867,6562,738243,12197,739345,624,218827,185457,4617,29696,213635,1013921,246916,425083,24815,47702
India,Índia,Asia,2003,60,81.1,213.299,1.17,67,34,20.9,57,61,0.19,845,1111.52,27.3,28.3,4.7,0,1,63.7,53433,75330,30619,51001,42686,66282,39520,55026,101377,6023,461592,2119847,480048,614052,20471,198142,335,761001,11672,707505,1074,207229,178139,4772,32879,218869,958036,247920,422871,24864,53069
India,Índia,Asia,2004,57.8,77.8,210.2435,1.18,60,34,21,58,63,0.17,898,1129.62,27.2,28.2,4.7,0,1,64.1,60843,56488,27779,63747,62028,67494,44464,66685,155231,6120,492343,1897232,521542,679052,19487,194152,1738,845116,10714,625818,2580,179626,168171,5573,43721,199985,913387,238390,424444,24771,60371
India,Índia,Asia,2005,55.7,74.4,207.188,1.25,80,34,21,65,65,0.16,954,1147.61,27.2,28.1,4.8,0,1,64.5,56658,62664,27110,55050,60236,66156,42607,62544,127159,6233,459913,1942316,485952,647679,19903,194573,994,787963,11092,657124,1640,178992,166916,5147,36850,207140,890151,240822,419021,25111,56134
India,Índia,Asia,2006,53.6,71.1,204.132,1.35,60,34,21.1,66,65,0.14,1015,1165.49,27.1,28,4.9,0,1,64.9,58449,59418,27243,58734,58617,65811,43077,63708,142325,6216,474490,1898640,500924,663701,19473,190547,1773,802659,10732,634222,2319,177064,165221,5323,39887,202133,890411,236152,415534,24568,57677
India,Índia,Asia,2007,51.5,67.9,201.0765,1.57,60,35,21.2,67,64,0.13,1076,1183.21,27.1,28,5,0,1,65.4,77606,36351,19608,126904,70076,75883,43405,97810,95403,5124,595682,1529224,581632,772490,16103,198344,2273,969230,11081,499674,4534,125786,136509,6377,92298,169328,746714,191793,385059,25102,63375
India,Índia,Asia,2008,49.4,64.6,197.9155,1.92,29,33,21.2,69,70,0.12,1093,1200.67,27,27.9,5.2,0,1,65.8,62224,53407,26269,67671,68053,67595,44087,69323,163270,6092,490850,1812605,525259,692363,18619,195456,2051,849219,10811,601219,2269,171589,163299,5556,47214,190881,875894,230556,415019,24467,61028
India,Índia,Asia,2009,47.2,61.4,194.7545,2.46,37,34,21.3,73,74,0.11,1162,1217.73,27,27.8,5.3,0,1,66.2,55021,67634,28597,52412,63142,66452,42195,59857,113454,6219,453408,2033996,480265,630475,20485,198645,826,791919,11366,684892,1368,191360,173423,5174,34327,213755,925689,247592,426844,25501,54483
India,Índia,Asia,2010,45.1,58.2,191.5935,2.73,38,38,21.4,76,79,0.1,1244,1234.28,27,27.8,5.4,0,1,66.7,75064,38442,20880,115737,73843,74611,43580,94534,114384,5279,577245,1577661,571124,759127,16350,196731,20783,948163,10999,515066,6567,133798,141266,6173,83784,170530,773353,198315,392047,25095,62903
India,Índia,Asia,2011,43,55,188.4325,2.95,44,27,21.4,79,82,0.09,1293,1250.29,26.9,27.7,5.4,0,1,67.1,45025,98764,37450,37961,50605,56352,38837,44105,66792,6986,445845,2289079,463048,559843,20753,180206,1152,674059,13571,801613,724,235067,195704,4298,22448,201060,1065412,247930,427616,24094,38167
India,Índia,Asia,2012,40.9,52,185.272,3.04,73,36,21.5,79,82,0.08,1347,1265.78,26.9,27.6,5.6,0,1,67.5,71130,40483,21757,103615,80138,70212,44600,88503,131675,5434,556462,1610122,560445,752624,16549,193855,881,923203,12696,526889,3431,140069,144579,5872,75197,169552,789003,203489,394853,24516,61566
India,Índia,Asia,2013,38.8,49,182.8295,3.03,70,51,21.6,82,83,0.08,1416,1280.84,26.8,27.5,5.8,0,1,67.9,66618,47478,23093,74847,71265,68974,44211,77150,164997,6348,498909,1621446,533475,723771,16942,193890,3782,854406,11106,551872,2442,151722,151602,5663,53944,175739,793382,215875,397227,24104,63816
India,Índia,Asia,2014,36.9,46.2,180.388,3,79,60,21.7,84,85,0.07,1503,1295.6,26.8,27.4,6.1,0,1,68.3,66330,44336,21480,81994,77383,67265,43323,77803,158574,5692,501808,1550655,532874,735923,16410,188096,17737,862040,10704,525969,2097,141777,143931,5646,59966,168375,759948,206188,385071,23641,61396
India,Índia,Asia,2015,34.9,43.5,177.9465,3,87,69,21.7,86,87,0.06,1606,1310.15,26.7,27.3,6.3,0,1,68.6,67440,42257,21911,91452,78316,67185,43147,81535,144856,5527,533984,1601208,546887,744301,16521,187799,641,896411,12145,529603,2694,142991,145495,5601,66588,166483,786436,205656,391704,23727,60580
Indonesia,Indonésia,Asia,2000,41,52.2,190.7545,0.063,65,23,21.6,72,75,0.06,1868,211.51,11,11.2,6.7,0,1,65.8,10394,16797,5076,17945,3208,7379,2769,11762,2686,478,110253,469704,55316,74642,568,7788,7342,81466,124,159526,19,60342,33682,902,16422,43609,91020,78813,111360,1684,7624
Indonesia,Indonésia,Asia,2001,39.4,49.8,191.422,0.06,62,25,21.7,77,76,0.11,1909,214.43,11,11.1,6.9,0,1,66,7915,20365,6392,20669,1480,6102,2367,7634,4852,517,89584,573039,47309,54739,611,7474,173,66978,127,193469,43,87432,37624,985,19087,37777,95674,84230,119354,1544,5799
Indonesia,Indonésia,Asia,2002,37.8,47.6,192.0885,0.054,63,24,21.8,80,70,0.17,1968,217.36,11,11.1,7,0,1,66.3,12754,13792,3970,17982,1125,8737,3474,16236,1155,387,117563,380554,65403,86128,505,7676,539,90092,114,134197,570,47437,29306,871,16685,50289,79733,70431,100417,1814,8419
Indonesia,Indonésia,Asia,2003,36.4,45.5,191.3535,0.05,64,21,21.9,80,71,0.19,2035,220.31,1.9,11,7.2,0,1,66.6,8169,19291,6032,20020,6096,6520,2411,8622,4032,502,97484,540490,48806,60929,599,7631,129,70271,122,183379,74,79023,37234,991,18470,38161,96427,84078,117524,1548,5502
Indonesia,Indonésia,Asia,2004,37.1,49.6,190.6185,0.054,64,29,22,79,71,0.2,2109,223.29,1.9,1.9,7.3,0,1,67,11292,15853,4669,18205,2324,7884,2917,13378,2029,463,114201,440056,58097,78930,552,7859,166020,84928,124,149842,1084,55513,31985,913,16721,45345,86617,76033,107711,1731,7800
Indonesia,Indonésia,Asia,2005,33.6,41.7,189.8835,0.059,65,23,22.1,79,72,0.21,2199,226.29,1.9,1.9,7.4,0,1,67.3,6946,21485,6737,21526,979,5630,2311,6520,5316,542,83909,603096,46032,48419,617,7410,54,64578,136,202962,34,95843,38126,975,19855,36868,96559,83201,119335,1529,5912
Indonesia,Indonésia,Asia,2006,32.4,39.9,189.1485,0.062,66,50,22.2,78,72,0.22,2289,229.32,1.8,1.8,7.9,0,1,67.7,10825,16343,4877,18167,1692,7616,2818,12586,2355,475,112034,455437,56576,76703,561,7844,1198,83441,124,154637,308,57761,32728,913,16650,44476,88816,77582,109735,1708,7716
Indonesia,Indonésia,Asia,2007,31.2,38.3,188.414,0.061,76,73,22.2,77,73,0.22,2403,232.37,1.8,1.7,7.1,0,1,68.1,7184,20922,6564,21152,2019,5878,2335,7012,5164,524,86953,587184,46493,51473,615,7399,243,65593,132,198139,32,91872,37822,990,19577,37338,95111,84378,120212,1528,5910
Indonesia,Indonésia,Asia,2008,30,36.7,186.9555,0.071,82,66,22.3,83,77,0.21,2514,235.47,1.7,1.7,7.1,0,1,68.5,12514,14247,4117,18035,1047,8620,3485,15457,1322,403,117026,394941,63486,84493,516,7714,580,89040,117,137844,461,49303,29721,884,16686,50597,80882,71724,102057,1798,8177
Indonesia,Indonésia,Asia,2009,29,35.2,185.497,0.074,82,67,22.4,85,78,0.21,2595,238.62,1.7,1.6,7.4,0,1,68.9,8637,18800,5819,19607,6125,6717,2458,9342,3499,486,101631,527322,50122,64440,596,7626,1294,72855,124,177788,16,74734,36670,979,18047,39308,95050,82784,116137,1574,5814
Indonesia,Indonésia,Asia,2010,27.9,33.8,184.039,0.08,83,74,22.5,82,81,0.21,2720,241.83,1.6,1.5,7.4,0,1,69.2,9608,17867,5476,18472,2261,7051,2600,10617,2882,474,106904,500374,53221,70046,586,7704,132,77723,126,168946,7,67098,35225,940,16862,41950,93640,80826,113979,1636,6703
Indonesia,Indonésia,Asia,2011,26.9,32.5,182.5805,0.08,81,76,22.6,81,81,0.2,2849,245.12,1.6,1.5,7.6,0,1,69.5,10001,17364,5285,17906,2376,7087,2669,11225,2791,467,109058,484163,54227,72361,578,7725,694,79695,124,164406,37,63071,34407,896,16285,43361,93117,79592,112629,1671,7401
Indonesia,Indonésia,Asia,2012,25.9,31.2,181.1225,0.08,83,78,22.7,87,83,0.2,2981,248.45,1.5,1.4,7.6,0,1,69.9,11761,15328,4473,18171,1096,8150,2905,14237,1748,443,115703,424879,59795,81317,541,7830,460,86467,122,145558,1105,53388,31235,905,16727,48224,84554,74530,105740,1752,7892
Indonesia,Indonésia,Asia,2013,25,30,179.2695,0.09,85,76,22.8,92,85,0.18,3104,251.81,1.5,1.3,7.8,0,1,70.2,8085,19831,6220,20320,3871,6301,2392,8160,4512,516,92813,558106,48017,57442,606,7523,107,68494,123,188339,16,82939,37317,974,18746,38001,96052,83990,118387,1549,5684
Indonesia,Indonésia,Asia,2014,24.1,28.8,177.417,0.09,78,28,22.9,90,78,0.17,3217,255.13,1.4,1.2,7.8,0,1,70.5,9183,18357,5649,18940,3012,6946,2540,10075,3095,479,104609,514806,51750,67620,593,7691,1497,75605,126,173532,53,70947,35997,969,17355,40737,94419,81959,115272,1632,6235
Indonesia,Indonésia,Asia,2015,23.2,27.7,175.564,0.08,78,31,23,85,78,0.15,3332,258.38,1.4,1.2,7.9,0,1,70.8,12168,14788,4291,18120,1236,8400,2971,14828,1514,423,116569,410020,61581,82916,529,7792,280,88060,120,141586,982,51325,30449,897,16719,49671,82569,73119,103910,1829,8006
"Iran, Islamic Rep.",Irã,Middle East,2000,29.7,36.2,151.603,0.012,99,65,25,99,99,0.08,3923,65.62,7.8,7.9,6.2,0,1,70.2,1039,4959,1254,427,19,2405,1802,514,185,2388,913,123204,9450,28216,225,4666,598,1637,45,33650,290,4487,7121,1261,399,31300,10350,4494,7197,3601,601
"Iran, Islamic Rep.",Irã,Middle East,2001,28.2,34.2,147.7055,0.012,94,65,25.1,95,96,0.11,3967,66.45,7.7,7.8,6.4,0,1,70.6,847,10647,2319,265,0,1201,2558,329,779,3135,918,147346,10349,18303,224,4771,69,1096,75,53763,29,10783,10008,964,211,24364,14757,5975,10062,2036,437
"Iran, Islamic Rep.",Irã,Middle East,2002,26.7,32.2,143.8085,0.012,99,65,25.2,99,99,0.13,4234,67.28,7.6,7.7,6.5,0,1,70.9,959,5636,1416,350,64,2175,1938,462,264,2825,893,129809,9404,24859,217,4778,26817,1452,49,35553,387,5086,7493,1254,323,31635,11191,4833,7674,3328,538
"Iran, Islamic Rep.",Irã,Middle East,2003,25.1,30.2,141.0335,0.012,98,65,25.3,99,99,0.15,4543,68.12,7.5,7.7,6.7,0,1,71.3,931,6457,1587,315,40,1887,2006,412,357,3296,813,133353,9680,22895,203,4765,737,1326,57,38266,351,6269,7949,1315,288,30973,11937,5400,8467,3022,476
"Iran, Islamic Rep.",Irã,Middle East,2004,23.6,28.2,138.2585,0.012,95,65,25.4,98,99,0.16,4683,68.95,7.4,7.7,6.9,0,1,71.6,994,5292,1335,380,27,2292,1868,485,222,2594,895,126847,9380,26294,224,4730,291,1532,47,34545,246,4749,7300,1248,353,31518,10753,4650,7412,3509,573
"Iran, Islamic Rep.",Irã,Middle East,2005,22.2,26.4,135.4835,0.012,94,65,25.4,95,95,0.16,4777,69.76,7.4,7.7,7,0,1,71.9,703,11233,2440,261,0,1103,2549,309,835,3022,931,151443,10259,17135,228,4729,54,1076,74,56475,29,11863,10416,886,203,23049,15217,6069,10311,1940,442
"Iran, Islamic Rep.",Irã,Middle East,2006,20.9,24.7,132.7085,0.017,98,65,25.5,99,98,0.15,4959,70.55,7.4,7.7,9.1,0,1,72.3,848,10043,2195,261,0,1251,2531,342,718,3377,883,143509,10296,18946,220,4783,324,1096,73,51230,29,9646,9747,1024,215,25356,14236,5947,9822,2114,432
"Iran, Islamic Rep.",Irã,Middle East,2007,19.7,23.1,129.9335,0.023,97,65,25.6,98,99,0.14,5305,71.34,7.5,7.8,8.9,0,1,72.6,674,11844,2582,249,0,1012,2530,278,887,2904,924,157398,10214,15044,232,4676,63,1046,73,59217,77,12976,11052,826,190,21850,15706,6188,10560,1845,449
"Iran, Islamic Rep.",Irã,Middle East,2008,18.5,21.7,121.2965,0.026,99,65,25.6,99,99,0.12,5260,72.12,7.6,7.8,8.6,0,1,73,1096,4618,1171,463,33,2511,1783,546,155,2160,1000,119475,9702,30304,219,4545,14,1859,47,32533,182,4266,6975,1304,436,31188,10126,4332,6999,3654,635
"Iran, Islamic Rep.",Irã,Middle East,2009,17.4,20.4,112.6595,0.027,99,65,25.7,99,99,0.1,5255,72.92,7.7,7.9,8.8,0,1,73.5,849,9493,2115,269,1,1307,2502,353,646,3551,863,141549,10285,19300,216,4802,2,1113,71,48991,224,9022,9604,1094,228,26257,13881,5877,9594,2201,431
"Iran, Islamic Rep.",Irã,Middle East,2010,16.5,19.3,104.022,0.03,99,65,25.8,99,99,0.08,5496,73.76,7.8,8,9,0,1,73.9,919,6914,1674,306,18,1768,2033,389,397,3467,800,135005,9830,22225,203,4726,80,1268,60,39845,367,6802,8199,1324,278,30327,12288,5535,8687,2795,466
"Iran, Islamic Rep.",Irã,Middle East,2011,15.7,18.3,95.385,0.03,99,65,25.8,99,99,0.07,5576,74.63,7.9,8.1,9.2,0,1,74.4,891,7847,1825,297,13,1567,2289,363,472,3754,833,136647,10018,20720,206,4775,58,1204,66,42918,143,7677,8666,1248,266,28965,12817,5675,9021,2540,449
"Iran, Islamic Rep.",Irã,Middle East,2012,15,17.5,86.748,0.02,98,65,25.9,99,99,0.05,5302,75.54,8,8.2,9.5,0,1,74.8,863,8959,2027,280,1,1398,2520,359,566,3689,878,140466,10266,19711,212,4816,20,1115,70,46722,211,8671,9280,1152,243,27212,13549,5751,9326,2316,434
"Iran, Islamic Rep.",Irã,Middle East,2013,14.4,16.8,85.1195,0.01,99,65,26,98,98,0.05,5157,76.48,8.2,8.3,9.8,0,1,75.2,909,7368,1750,295,20,1675,2159,377,436,3664,816,135804,9943,21408,205,4772,24,1238,65,41218,96,7257,8421,1293,266,29819,12576,5609,8851,2671,458
"Iran, Islamic Rep.",Irã,Middle East,2014,13.8,16.1,83.49,0.01,99,65,26,99,99,0.04,5346,77.47,8.3,8.4,9.8,0,1,75.5,956,6018,1497,324,17,2045,2000,437,313,3105,858,131690,9564,23607,206,4800,705,1398,55,36771,475,5727,7744,1330,298,31411,11635,5208,8196,3142,489
"Iran, Islamic Rep.",Irã,Middle East,2015,13.3,15.5,81.8615,0.01,98,65,26.1,98,98,0.04,5201,78.49,8.5,8.6,9.8,0,1,75.8,874,8405,1918,282,3,1464,2423,355,509,3713,873,138683,10137,20141,208,4753,0,1150,68,44685,255,8152,8905,1195,248,27972,13147,5692,9141,2405,441
Iraq,Iraque,Middle East,2000,35.6,44.5,163.596,0.22,67,48,27,83,80,0.13,4337,23.5,5.6,5.4,5,0,1,69.1,1070,2041,462,319,4,1183,2793,688,52,406,1448,54237,5955,15928,39,1376,0,2279,36,12731,23172,5706,5039,144,294,5576,2782,2021,2874,1142,201
Iraq,Iraque,Middle East,2001,34.9,43.5,165.8675,0.19,66,52,27.1,80,78,0.13,4284,24.21,5.6,5.3,5.2,0,1,69,1159,1823,410,412,5,1223,1715,745,35,364,1628,49984,6857,18081,36,1288,0,3230,42,11258,310,5007,4461,144,380,5507,2689,1887,2725,1135,214
Iraq,Iraque,Middle East,2002,34.3,42.6,168.139,0.17,65,48,27.2,76,77,0.13,3819,24.93,5.5,5.3,5.4,0,1,68.8,613,2763,663,138,0,957,4985,437,84,545,1059,67627,3497,9732,51,2015,58,836,15,20714,29814,7476,6619,131,124,5930,2847,2437,3313,1003,124
Iraq,Iraque,Middle East,2003,33.7,41.8,172.033,0.083,63,45,27.3,73,75,0.13,2352,25.64,5.5,5.2,5.5,0,1,68.6,893,2263,528,239,0,1068,4110,548,64,450,1235,60270,4728,13427,43,1515,2,1848,27,14879,8999,6366,5581,133,217,5537,2892,2291,3193,1070,180
Iraq,Iraque,Middle East,2004,33.1,40.9,175.9275,0.33,62,41,27.4,69,74,0.13,3515,26.31,5.4,5.2,5.7,0,1,68.4,934,2194,506,262,0,1085,3793,565,62,436,1259,58827,5001,13940,41,1403,5,1986,33,14437,15122,6301,5433,134,238,5451,2924,2229,3121,1075,195
Iraq,Iraque,Middle East,2005,32.4,40,179.8215,0.18,65,58,27.5,69,65,0.13,3493,26.92,5.4,5.2,5.8,0,1,68.3,1102,1999,454,334,4,1211,2641,703,49,404,1510,53550,6233,16797,39,1391,0,2445,37,12434,16158,5549,4928,147,308,5669,2774,1987,2838,1150,203
Iraq,Iraque,Middle East,2006,31.8,39.1,183.716,0.035,59,52,27.6,63,59,0.13,3620,27.45,5.4,5.1,5.9,0,1,68.2,1129,1885,426,377,5,1210,1962,728,40,380,1558,50980,6584,17557,37,1327,0,2845,40,11647,300,5152,4598,144,347,5559,2697,1906,2740,1135,207
Iraq,Iraque,Middle East,2007,31.1,38.1,187.6105,0.15,56,64,27.7,74,57,0.13,3627,27.91,5.4,5.1,6.1,0,1,68.1,1205,1764,394,454,5,1238,1695,766,31,346,1736,49257,7244,18576,35,1248,0,3746,46,10884,339,4906,4351,144,418,5429,2706,1879,2731,1138,225
Iraq,Iraque,Middle East,2008,30.3,37.1,183.7195,0.17,66,76,27.8,71,69,0.13,3860,28.39,5.4,5.1,6.2,0,1,68.2,666,2579,616,162,0,987,4902,470,84,525,1060,64463,3765,11093,48,1961,12,1087,16,19164,18796,6865,6184,131,147,5867,2780,2442,3338,1035,133
Iraq,Iraque,Middle East,2009,29.5,36,179.8285,0.2,75,87,27.9,78,78,0.13,3909,28.97,5.4,5.1,6.3,0,1,68.3,978,2130,485,282,0,1118,3590,605,58,424,1303,56755,5297,14510,41,1392,0,2012,33,13553,37739,6063,5270,137,257,5471,2842,2136,3003,1093,196
Iraq,Iraque,Middle East,2010,28.7,34.9,175.9375,0.16,72,77,28,74,74,0.13,4052,29.74,5.3,5.1,6.4,0,1,68.6,1025,2071,465,301,0,1149,3083,665,56,411,1364,54745,5612,15110,40,1371,20,2070,34,13051,39762,5832,5117,140,276,5472,2775,2057,2906,1106,198
Iraq,Iraque,Middle East,2011,27.9,33.8,172.0465,0.18,77,77,28.1,82,79,0.13,4218,30.73,5.3,5.1,6.6,0,1,68.8,642,2676,643,149,0,994,5014,457,85,539,1067,65672,3633,10461,50,1987,0,949,15,20123,37209,7174,6430,133,135,5869,2803,2436,3320,1019,127
Iraq,Iraque,Middle East,2012,27.1,32.8,168.1555,0.17,61,68,28.3,73,69,0.13,4631,31.89,5.3,5.1,6.6,0,1,69.1,700,2493,589,177,0,1015,4818,492,81,510,1089,63548,3937,11722,47,1841,5,1298,18,17908,8202,6697,5996,132,161,5832,2802,2431,3335,1051,142
